id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
1799,"p42f7pvrt2","s2.5","s2.7","when taking a risk, there are no do-overs.","it is irresponsible of me to even consider taking a risk."
1800,"p42f7pvrt2","s2.6","s2.7","i have a son so taking a risk could put his livelihood in jeopardy.","it is irresponsible of me to even consider taking a risk."
1801,"po0b5hvksl","s1.1","s1.2","why not?","what is the worst that can happen?"
1802,"po0b5hvksl","s1.1","s1.3","why not?","i would regret not giving it a shot"
1803,"po0b5hvksl","s1.1","s1.4","why not?","risk equals reward"
1804,"po0b5hvksl","s1.1","s1.5","why not?","adversity either brings good story or a lesson learned"
1805,"po0b5hvksl","s1.1","s2.1","why not?","it is worth it"
1806,"po0b5hvksl","s1.1","s2.2","why not?","it is worth it"
1807,"po0b5hvksl","s1.1","s2.3","why not?","there is limited chance of failure"
1808,"po0b5hvksl","s1.1","s2.4","why not?","i like taking risks"
1809,"po0b5hvksl","s1.1","s2.5","why not?","why not"
1810,"po0b5hvksl","s1.2","s1.3","what is the worst that can happen?","i would regret not giving it a shot"
1811,"po0b5hvksl","s1.2","s1.4","what is the worst that can happen?","risk equals reward"
1812,"po0b5hvksl","s1.2","s1.5","what is the worst that can happen?","adversity either brings good story or a lesson learned"
1813,"po0b5hvksl","s1.2","s2.1","what is the worst that can happen?","it is worth it"
1814,"po0b5hvksl","s1.2","s2.2","what is the worst that can happen?","it is worth it"
1815,"po0b5hvksl","s1.2","s2.3","what is the worst that can happen?","there is limited chance of failure"
1816,"po0b5hvksl","s1.2","s2.4","what is the worst that can happen?","i like taking risks"
1817,"po0b5hvksl","s1.2","s2.5","what is the worst that can happen?","why not"
1818,"po0b5hvksl","s1.3","s1.4","i would regret not giving it a shot","risk equals reward"
1819,"po0b5hvksl","s1.3","s1.5","i would regret not giving it a shot","adversity either brings good story or a lesson learned"
1820,"po0b5hvksl","s1.3","s2.1","i would regret not giving it a shot","it is worth it"
1821,"po0b5hvksl","s1.3","s2.2","i would regret not giving it a shot","it is worth it"
1822,"po0b5hvksl","s1.3","s2.3","i would regret not giving it a shot","there is limited chance of failure"
1823,"po0b5hvksl","s1.3","s2.4","i would regret not giving it a shot","i like taking risks"
1824,"po0b5hvksl","s1.3","s2.5","i would regret not giving it a shot","why not"
1825,"po0b5hvksl","s1.4","s1.5","risk equals reward","adversity either brings good story or a lesson learned"
1826,"po0b5hvksl","s1.4","s2.1","risk equals reward","it is worth it"
1827,"po0b5hvksl","s1.4","s2.2","risk equals reward","it is worth it"
1828,"po0b5hvksl","s1.4","s2.3","risk equals reward","there is limited chance of failure"
1829,"po0b5hvksl","s1.4","s2.4","risk equals reward","i like taking risks"
1830,"po0b5hvksl","s1.4","s2.5","risk equals reward","why not"
1831,"po0b5hvksl","s1.5","s2.1","adversity either brings good story or a lesson learned","it is worth it"
1832,"po0b5hvksl","s1.5","s2.2","adversity either brings good story or a lesson learned","it is worth it"
1833,"po0b5hvksl","s1.5","s2.3","adversity either brings good story or a lesson learned","there is limited chance of failure"
1834,"po0b5hvksl","s1.5","s2.4","adversity either brings good story or a lesson learned","i like taking risks"
1835,"po0b5hvksl","s1.5","s2.5","adversity either brings good story or a lesson learned","why not"
1836,"po0b5hvksl","s2.1","s2.2","it is worth it","it is worth it"
1837,"po0b5hvksl","s2.1","s2.3","it is worth it","there is limited chance of failure"
1838,"po0b5hvksl","s2.1","s2.4","it is worth it","i like taking risks"
1839,"po0b5hvksl","s2.1","s2.5","it is worth it","why not"
1840,"po0b5hvksl","s2.2","s2.3","it is worth it","there is limited chance of failure"
1841,"po0b5hvksl","s2.2","s2.4","it is worth it","i like taking risks"
1842,"po0b5hvksl","s2.2","s2.5","it is worth it","why not"
1843,"po0b5hvksl","s2.3","s2.4","there is limited chance of failure","i like taking risks"
1844,"po0b5hvksl","s2.3","s2.5","there is limited chance of failure","why not"
1845,"po0b5hvksl","s2.4","s2.5","i like taking risks","why not"
1846,"p4b9eblea9","s1.1","s1.2","it's important to take calculated risks at points in life to ensure you're getting ahead or making progress.","taking risks can be exciting, and nobody wants to live a dull life."
1847,"p4b9eblea9","s1.1","s1.3","it's important to take calculated risks at points in life to ensure you're getting ahead or making progress.","anyone who is successful has at least taken some risks in life."
1848,"p4b9eblea9","s1.1","s2.1","it's important to take calculated risks at points in life to ensure you're getting ahead or making progress.","i am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation."
1849,"p4b9eblea9","s1.1","s2.2","it's important to take calculated risks at points in life to ensure you're getting ahead or making progress.","i am willing to look into the future and judge all the possible consequences of a risk."
1850,"p4b9eblea9","s1.1","s2.3","it's important to take calculated risks at points in life to ensure you're getting ahead or making progress.","some of the most successful people in the world have taken risks."
1851,"p4b9eblea9","s1.2","s1.3","taking risks can be exciting, and nobody wants to live a dull life.","anyone who is successful has at least taken some risks in life."
1852,"p4b9eblea9","s1.2","s2.1","taking risks can be exciting, and nobody wants to live a dull life.","i am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation."
1853,"p4b9eblea9","s1.2","s2.2","taking risks can be exciting, and nobody wants to live a dull life.","i am willing to look into the future and judge all the possible consequences of a risk."
1854,"p4b9eblea9","s1.2","s2.3","taking risks can be exciting, and nobody wants to live a dull life.","some of the most successful people in the world have taken risks."
1855,"p4b9eblea9","s1.3","s2.1","anyone who is successful has at least taken some risks in life.","i am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation."
1856,"p4b9eblea9","s1.3","s2.2","anyone who is successful has at least taken some risks in life.","i am willing to look into the future and judge all the possible consequences of a risk."
1857,"p4b9eblea9","s1.3","s2.3","anyone who is successful has at least taken some risks in life.","some of the most successful people in the world have taken risks."
1858,"p4b9eblea9","s2.1","s2.2","i am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation.","i am willing to look into the future and judge all the possible consequences of a risk."
1859,"p4b9eblea9","s2.1","s2.3","i am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation.","some of the most successful people in the world have taken risks."
1860,"p4b9eblea9","s2.2","s2.3","i am willing to look into the future and judge all the possible consequences of a risk.","some of the most successful people in the world have taken risks."
1861,"pktvbaqfgq","s1.1","s1.2","i take small risk because i like to gain a little without losing a lot.","i feel uncomfortable with large risk."
1862,"pktvbaqfgq","s1.1","s1.3","i take small risk because i like to gain a little without losing a lot.","i am not a gambler."
1863,"pktvbaqfgq","s1.1","s2.1","i take small risk because i like to gain a little without losing a lot.","i do not like to lose"
1864,"pktvbaqfgq","s1.1","s2.2","i take small risk because i like to gain a little without losing a lot.","i rather be safe than sorry"
1865,"pktvbaqfgq","s1.1","s2.3","i take small risk because i like to gain a little without losing a lot.","i do not like to gamble"
1866,"pktvbaqfgq","s1.1","s2.4","i take small risk because i like to gain a little without losing a lot.","i worry too much and causes me stress"
1867,"pktvbaqfgq","s1.2","s1.3","i feel uncomfortable with large risk.","i am not a gambler."
1868,"pktvbaqfgq","s1.2","s2.1","i feel uncomfortable with large risk.","i do not like to lose"
1869,"pktvbaqfgq","s1.2","s2.2","i feel uncomfortable with large risk.","i rather be safe than sorry"
1870,"pktvbaqfgq","s1.2","s2.3","i feel uncomfortable with large risk.","i do not like to gamble"
1871,"pktvbaqfgq","s1.2","s2.4","i feel uncomfortable with large risk.","i worry too much and causes me stress"
1872,"pktvbaqfgq","s1.3","s2.1","i am not a gambler.","i do not like to lose"
1873,"pktvbaqfgq","s1.3","s2.2","i am not a gambler.","i rather be safe than sorry"
1874,"pktvbaqfgq","s1.3","s2.3","i am not a gambler.","i do not like to gamble"
1875,"pktvbaqfgq","s1.3","s2.4","i am not a gambler.","i worry too much and causes me stress"
1876,"pktvbaqfgq","s2.1","s2.2","i do not like to lose","i rather be safe than sorry"
1877,"pktvbaqfgq","s2.1","s2.3","i do not like to lose","i do not like to gamble"
1878,"pktvbaqfgq","s2.1","s2.4","i do not like to lose","i worry too much and causes me stress"
1879,"pktvbaqfgq","s2.2","s2.3","i rather be safe than sorry","i do not like to gamble"
1880,"pktvbaqfgq","s2.2","s2.4","i rather be safe than sorry","i worry too much and causes me stress"
1881,"pktvbaqfgq","s2.3","s2.4","i do not like to gamble","i worry too much and causes me stress"
1882,"ptqu4ourub","s1.1","s1.2","i take a risk everyday when i walk the beach alone.","i take a risk every day when i pick up a drink."
1883,"ptqu4ourub","s1.1","s1.3","i take a risk everyday when i walk the beach alone.","i take a risk when i go into the city alone."
1884,"ptqu4ourub","s1.1","s2.1","i take a risk everyday when i walk the beach alone.","i like to drink even though it's a risk to my health.  i also like to gamble on the ponies though it's a risk to my bank account."
1885,"ptqu4ourub","s1.2","s1.3","i take a risk every day when i pick up a drink.","i take a risk when i go into the city alone."
1886,"ptqu4ourub","s1.2","s2.1","i take a risk every day when i pick up a drink.","i like to drink even though it's a risk to my health.  i also like to gamble on the ponies though it's a risk to my bank account."
1887,"ptqu4ourub","s1.3","s2.1","i take a risk when i go into the city alone.","i like to drink even though it's a risk to my health.  i also like to gamble on the ponies though it's a risk to my bank account."
1888,"p7fh2ooref","s1.1","s1.10","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing."
1889,"p7fh2ooref","s1.1","s1.11","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i don't take some type of risks because it is obviously dangerous to me."
1890,"p7fh2ooref","s1.1","s1.12","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks."
1891,"p7fh2ooref","s1.1","s1.2","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier."
1892,"p7fh2ooref","s1.1","s1.3","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i don't take too many risks because i don't have a safety net to depend on."
1893,"p7fh2ooref","s1.1","s1.4","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1894,"p7fh2ooref","s1.1","s1.5","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1895,"p7fh2ooref","s1.1","s1.6","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1896,"p7fh2ooref","s1.1","s1.7","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i do like taking some risks, such as investments."
1897,"p7fh2ooref","s1.1","s1.8","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i like being seen as a practical person more than i want to be seen as a risk taker."
1898,"p7fh2ooref","s1.1","s1.9","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i believe a person should feel passionate about something before taking too many risks."
1899,"p7fh2ooref","s1.1","s2.1","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1900,"p7fh2ooref","s1.1","s2.2","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i take risks in order to get a bigger return on investment hopefully"
1901,"p7fh2ooref","s1.1","s2.3","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i take risks because i'm not from wealth and need more money"
1902,"p7fh2ooref","s1.1","s2.4","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i take risks because i want to help my mother financially"
1903,"p7fh2ooref","s1.1","s2.5","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i take risks because it's hard to get anywhere if one doesn't"
1904,"p7fh2ooref","s1.1","s2.6","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i take risks because i want to pay off my home"
1905,"p7fh2ooref","s1.1","s2.7","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i avoid risks because i don't have the money to lose"
1906,"p7fh2ooref","s1.1","s2.8","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i avoid risks because it seems foolhardy to take speculative risks"
1907,"p7fh2ooref","s1.1","s2.9","i fall somewhere in the middle. i believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.","i avoid risks because i consider myself practical more than a risk-taker"
1908,"p7fh2ooref","s1.10","s1.11","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i don't take some type of risks because it is obviously dangerous to me."
1909,"p7fh2ooref","s1.10","s1.12","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks."
1910,"p7fh2ooref","s1.10","s1.2","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier."
1911,"p7fh2ooref","s1.10","s1.3","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i don't take too many risks because i don't have a safety net to depend on."
1912,"p7fh2ooref","s1.10","s1.4","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1913,"p7fh2ooref","s1.10","s1.5","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1914,"p7fh2ooref","s1.10","s1.6","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1915,"p7fh2ooref","s1.10","s1.7","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i do like taking some risks, such as investments."
1916,"p7fh2ooref","s1.10","s1.8","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i like being seen as a practical person more than i want to be seen as a risk taker."
1917,"p7fh2ooref","s1.10","s1.9","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i believe a person should feel passionate about something before taking too many risks."
1918,"p7fh2ooref","s1.10","s2.1","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1919,"p7fh2ooref","s1.10","s2.2","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i take risks in order to get a bigger return on investment hopefully"
1920,"p7fh2ooref","s1.10","s2.3","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i take risks because i'm not from wealth and need more money"
1921,"p7fh2ooref","s1.10","s2.4","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i take risks because i want to help my mother financially"
1922,"p7fh2ooref","s1.10","s2.5","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i take risks because it's hard to get anywhere if one doesn't"
1923,"p7fh2ooref","s1.10","s2.6","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i take risks because i want to pay off my home"
1924,"p7fh2ooref","s1.10","s2.7","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i avoid risks because i don't have the money to lose"
1925,"p7fh2ooref","s1.10","s2.8","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i avoid risks because it seems foolhardy to take speculative risks"
1926,"p7fh2ooref","s1.10","s2.9","my personality type tends to avoid taking risks more than being willing to take risks. i suppose it has a lot to do with fear of failing.","i avoid risks because i consider myself practical more than a risk-taker"
1927,"p7fh2ooref","s1.11","s1.12","i don't take some type of risks because it is obviously dangerous to me.","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks."
1928,"p7fh2ooref","s1.11","s1.2","i don't take some type of risks because it is obviously dangerous to me.","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier."
1929,"p7fh2ooref","s1.11","s1.3","i don't take some type of risks because it is obviously dangerous to me.","i don't take too many risks because i don't have a safety net to depend on."
1930,"p7fh2ooref","s1.11","s1.4","i don't take some type of risks because it is obviously dangerous to me.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1931,"p7fh2ooref","s1.11","s1.5","i don't take some type of risks because it is obviously dangerous to me.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1932,"p7fh2ooref","s1.11","s1.6","i don't take some type of risks because it is obviously dangerous to me.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1933,"p7fh2ooref","s1.11","s1.7","i don't take some type of risks because it is obviously dangerous to me.","i do like taking some risks, such as investments."
1934,"p7fh2ooref","s1.11","s1.8","i don't take some type of risks because it is obviously dangerous to me.","i like being seen as a practical person more than i want to be seen as a risk taker."
1935,"p7fh2ooref","s1.11","s1.9","i don't take some type of risks because it is obviously dangerous to me.","i believe a person should feel passionate about something before taking too many risks."
1936,"p7fh2ooref","s1.11","s2.1","i don't take some type of risks because it is obviously dangerous to me.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1937,"p7fh2ooref","s1.11","s2.2","i don't take some type of risks because it is obviously dangerous to me.","i take risks in order to get a bigger return on investment hopefully"
1938,"p7fh2ooref","s1.11","s2.3","i don't take some type of risks because it is obviously dangerous to me.","i take risks because i'm not from wealth and need more money"
1939,"p7fh2ooref","s1.11","s2.4","i don't take some type of risks because it is obviously dangerous to me.","i take risks because i want to help my mother financially"
1940,"p7fh2ooref","s1.11","s2.5","i don't take some type of risks because it is obviously dangerous to me.","i take risks because it's hard to get anywhere if one doesn't"
1941,"p7fh2ooref","s1.11","s2.6","i don't take some type of risks because it is obviously dangerous to me.","i take risks because i want to pay off my home"
1942,"p7fh2ooref","s1.11","s2.7","i don't take some type of risks because it is obviously dangerous to me.","i avoid risks because i don't have the money to lose"
1943,"p7fh2ooref","s1.11","s2.8","i don't take some type of risks because it is obviously dangerous to me.","i avoid risks because it seems foolhardy to take speculative risks"
1944,"p7fh2ooref","s1.11","s2.9","i don't take some type of risks because it is obviously dangerous to me.","i avoid risks because i consider myself practical more than a risk-taker"
1945,"p7fh2ooref","s1.12","s1.2","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier."
1946,"p7fh2ooref","s1.12","s1.3","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i don't take too many risks because i don't have a safety net to depend on."
1947,"p7fh2ooref","s1.12","s1.4","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1948,"p7fh2ooref","s1.12","s1.5","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1949,"p7fh2ooref","s1.12","s1.6","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1950,"p7fh2ooref","s1.12","s1.7","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i do like taking some risks, such as investments."
1951,"p7fh2ooref","s1.12","s1.8","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i like being seen as a practical person more than i want to be seen as a risk taker."
1952,"p7fh2ooref","s1.12","s1.9","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i believe a person should feel passionate about something before taking too many risks."
1953,"p7fh2ooref","s1.12","s2.1","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1954,"p7fh2ooref","s1.12","s2.2","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i take risks in order to get a bigger return on investment hopefully"
1955,"p7fh2ooref","s1.12","s2.3","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i take risks because i'm not from wealth and need more money"
1956,"p7fh2ooref","s1.12","s2.4","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i take risks because i want to help my mother financially"
1957,"p7fh2ooref","s1.12","s2.5","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i take risks because it's hard to get anywhere if one doesn't"
1958,"p7fh2ooref","s1.12","s2.6","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i take risks because i want to pay off my home"
1959,"p7fh2ooref","s1.12","s2.7","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i avoid risks because i don't have the money to lose"
1960,"p7fh2ooref","s1.12","s2.8","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i avoid risks because it seems foolhardy to take speculative risks"
1961,"p7fh2ooref","s1.12","s2.9","i am certainly willing to take some risks when it comes to purchasing stocks. i learned i shouldn't have been so willing to take those risks.","i avoid risks because i consider myself practical more than a risk-taker"
1962,"p7fh2ooref","s1.2","s1.3","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i don't take too many risks because i don't have a safety net to depend on."
1963,"p7fh2ooref","s1.2","s1.4","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1964,"p7fh2ooref","s1.2","s1.5","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1965,"p7fh2ooref","s1.2","s1.6","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1966,"p7fh2ooref","s1.2","s1.7","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i do like taking some risks, such as investments."
1967,"p7fh2ooref","s1.2","s1.8","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i like being seen as a practical person more than i want to be seen as a risk taker."
1968,"p7fh2ooref","s1.2","s1.9","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i believe a person should feel passionate about something before taking too many risks."
1969,"p7fh2ooref","s1.2","s2.1","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1970,"p7fh2ooref","s1.2","s2.2","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i take risks in order to get a bigger return on investment hopefully"
1971,"p7fh2ooref","s1.2","s2.3","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i take risks because i'm not from wealth and need more money"
1972,"p7fh2ooref","s1.2","s2.4","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i take risks because i want to help my mother financially"
1973,"p7fh2ooref","s1.2","s2.5","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i take risks because it's hard to get anywhere if one doesn't"
1974,"p7fh2ooref","s1.2","s2.6","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i take risks because i want to pay off my home"
1975,"p7fh2ooref","s1.2","s2.7","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i avoid risks because i don't have the money to lose"
1976,"p7fh2ooref","s1.2","s2.8","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i avoid risks because it seems foolhardy to take speculative risks"
1977,"p7fh2ooref","s1.2","s2.9","in general, i see myself as someone who avoids most risks in life. i tend to play it safer than riskier.","i avoid risks because i consider myself practical more than a risk-taker"
1978,"p7fh2ooref","s1.3","s1.4","i don't take too many risks because i don't have a safety net to depend on.","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly."
1979,"p7fh2ooref","s1.3","s1.5","i don't take too many risks because i don't have a safety net to depend on.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1980,"p7fh2ooref","s1.3","s1.6","i don't take too many risks because i don't have a safety net to depend on.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1981,"p7fh2ooref","s1.3","s1.7","i don't take too many risks because i don't have a safety net to depend on.","i do like taking some risks, such as investments."
1982,"p7fh2ooref","s1.3","s1.8","i don't take too many risks because i don't have a safety net to depend on.","i like being seen as a practical person more than i want to be seen as a risk taker."
1983,"p7fh2ooref","s1.3","s1.9","i don't take too many risks because i don't have a safety net to depend on.","i believe a person should feel passionate about something before taking too many risks."
1984,"p7fh2ooref","s1.3","s2.1","i don't take too many risks because i don't have a safety net to depend on.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
1985,"p7fh2ooref","s1.3","s2.2","i don't take too many risks because i don't have a safety net to depend on.","i take risks in order to get a bigger return on investment hopefully"
1986,"p7fh2ooref","s1.3","s2.3","i don't take too many risks because i don't have a safety net to depend on.","i take risks because i'm not from wealth and need more money"
1987,"p7fh2ooref","s1.3","s2.4","i don't take too many risks because i don't have a safety net to depend on.","i take risks because i want to help my mother financially"
1988,"p7fh2ooref","s1.3","s2.5","i don't take too many risks because i don't have a safety net to depend on.","i take risks because it's hard to get anywhere if one doesn't"
1989,"p7fh2ooref","s1.3","s2.6","i don't take too many risks because i don't have a safety net to depend on.","i take risks because i want to pay off my home"
1990,"p7fh2ooref","s1.3","s2.7","i don't take too many risks because i don't have a safety net to depend on.","i avoid risks because i don't have the money to lose"
1991,"p7fh2ooref","s1.3","s2.8","i don't take too many risks because i don't have a safety net to depend on.","i avoid risks because it seems foolhardy to take speculative risks"
1992,"p7fh2ooref","s1.3","s2.9","i don't take too many risks because i don't have a safety net to depend on.","i avoid risks because i consider myself practical more than a risk-taker"
1993,"p7fh2ooref","s1.4","s1.5","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i don't like taking risks if it means the chances are not pretty good that i will succeed."
1994,"p7fh2ooref","s1.4","s1.6","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i think if i had a better nest egg to depend on, i would be more prone to take more risks."
1995,"p7fh2ooref","s1.4","s1.7","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i do like taking some risks, such as investments."
1996,"p7fh2ooref","s1.4","s1.8","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i like being seen as a practical person more than i want to be seen as a risk taker."
1997,"p7fh2ooref","s1.4","s1.9","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i believe a person should feel passionate about something before taking too many risks."
1998,"p7fh2ooref","s1.4","s2.1","i think risk taking should be viewed through a risk/reward prism and acted upon accordingly.","i consider myself a low-risk taker, but i have taken dangerous financial risks before in order to try and maximize my return"
