partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,SMRD,mean_sentiment,max_sentiment,min_sentiment
phnc8t6ol9,2,-1,28,female,16,employed,5k_x,100,100,524,1,"I am very financially conservative, and I enjoy saving money, which usually corresponds with avoiding taking risks in my life.",-50,week,0,0,controllable,active,Aspect #2,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,2,3,-1,-0.75,2,-3
phnc8t6ol9,3,0,28,female,16,employed,5k_x,100,100,524,1,I do not enjoy the uncertainty that comes with taking risks.,-47,month,0,1,uncontrollable,passive,Aspect #3,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,3,3,-1,-0.75,2,-3
phnc8t6ol9,4,0,28,female,16,employed,5k_x,100,100,524,1,My family and friends would not support me taking too many risks.,-41,year,0,1,uncontrollable,passive,Aspect #4,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,4,3,-1,-0.75,2,-3
phnc8t6ol9,5,-3,28,female,16,employed,5k_x,100,100,524,1,"Taking risks could put my health, my employment, and my relationships in jeopardy and could harm them.",-50,less_once,0,1,uncontrollable,active,Aspect #5,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,6,3,-1,-0.75,2,-3
phnc8t6ol9,6,2,28,female,16,employed,5k_x,100,100,524,1,"I would rather settle for less of a reward that is certain to be given to me, than take a risk for a higher reward and end up with no reward.",-50,week,0,0,controllable,active,Aspect #6,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,2,3,-1,-0.75,2,-3
phnc8t6ol9,7,0,28,female,16,employed,5k_x,100,100,524,1,I feel more safe when I avoid taking risks.,-46,month,0,1,uncontrollable,active,NA,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,3,3,-1,-0.75,2,-3
phnc8t6ol9,8,-2,28,female,16,employed,5k_x,100,100,524,1,I am not someone who handles uncertainty and the stress of risk-taking very well.,-50,month,0,1,uncontrollable,active,NA,Contra,-1,8,0,8,-8,-1,-48,-384,0,0.75,0.25,0.75,3,3,-1,-0.75,2,-3
php3113cce,1,-1,34,male,16,selfemployed,0_1k,100,100,370,4,"I tend to avoid risks, because I don't have a lot of collateral. ",-15,day,0,1,uncontrollable,passive,Aspect #1,Contra,-1,5,0,5,-5,-1,-19.4,-97,0.2,0.6,0.2,0.6,1,1,-1,-1.6,-1,-3
php3113cce,2,-3,34,male,16,selfemployed,0_1k,100,100,370,4,I tend to avoid risks because I don't want my family to suffer for my misfortune.,-22,day,0,0,uncontrollable,active,Aspect #2,Contra,-1,5,0,5,-5,-1,-19.4,-97,0.2,0.6,0.2,0.6,1,1,-1,-1.6,-1,-3
php3113cce,3,-2,34,male,16,selfemployed,0_1k,100,100,370,4,I tend to avoid risks because I worry about my son.,-27,day,1,1,controllable,active,Aspect #3,Contra,-1,5,0,5,-5,-1,-19.4,-97,0.2,0.6,0.2,0.6,1,1,-1,-1.6,-1,-3
php3113cce,4,-1,34,male,16,selfemployed,0_1k,100,100,370,4,I tend to avoid risks because I don't have a lot of money to spare.,-17,day,0,0,uncontrollable,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-19.4,-97,0.2,0.6,0.2,0.6,1,1,-1,-1.6,-1,-3
php3113cce,5,-1,34,male,16,selfemployed,0_1k,100,100,370,4,I tend to avoid risks because I don't want to damage my health or wellbeing.,-16,day,0,1,uncontrollable,active,Aspect #5,Contra,-1,5,0,5,-5,-1,-19.4,-97,0.2,0.6,0.2,0.6,1,1,-1,-1.6,-1,-3
phtukonc17,1,-1,41,male,18,employed,3k_4k,82,87,118,7,"I am willing to take risks, as long as the potential gain outweighs potential negatives.",23,week,0,0,controllable,active,Aspect #1,Pro,1,1,1,0,1,1,23,23,0,0,1,1,2,2,1,-1,-1,-1
phvr676g54,1,-1,66,male,12,selfemployed,2k_3k,98,89,408,1,"I will take a risk if the reason is clear. If there is a lot to gain and not much to lose, I am willing",36,year,0,0,controllable,NA,Aspect #1,Pro,1,3,1,2,-1,-0.3333333333333333,-18.666666666666668,-56,0,0,1,0,4,3,1,0.3333333333333333,1,-1
phvr676g54,2,1,66,male,12,selfemployed,2k_3k,98,89,408,1,"In most cases, I am happier to be safe and not take risks. I am content with things as they are",-45,day,0,0,controllable,passive,Aspect #2,Contra,-1,3,1,2,-1,-0.3333333333333333,-18.666666666666668,-56,0,0,1,0,1,3,1,0.3333333333333333,1,-1
phvr676g54,3,1,66,male,12,selfemployed,2k_3k,98,89,408,1,Most risks are not worth the effort. The chance of success is low,-47,month,0,0,NA,NA,Aspect #3,Contra,-1,3,1,2,-1,-0.3333333333333333,-18.666666666666668,-56,0,0,1,0,3,3,1,0.3333333333333333,1,-1
pi2gguep6a,1,-1,70,female,14,retired,5k_x,100,100,1078,0,"At my age I rarely take risks, such was not the case in my youth.",-50,day,0,1,controllable,active,Aspect #1,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,1,3,-1,-1.5,1,-4
pi2gguep6a,2,-2,70,female,14,retired,5k_x,100,100,1078,0,"I was recently diagnosed with Osteopenia after a bone density scan.  So, I am especially wary of falling. ",-50,day,0,1,controllable,active,Aspect #2,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,1,3,-1,-1.5,1,-4
pi2gguep6a,3,1,70,female,14,retired,5k_x,100,100,1078,0,"Financial considerations also come into play, I can no longer afford to fritter away money.",-18,NA,0,1,controllable,active,Aspect #3,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,NA,3,-1,-1.5,1,-4
pi2gguep6a,4,-4,70,female,14,retired,5k_x,100,100,1078,0,I have a dependent disabled adult child with a genetic disorder.  The consequences of ignoring concerns for him would be very risky.,-42,month,0,1,controllable,active,Aspect #4,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,3,3,-1,-1.5,1,-4
pi2gguep6a,5,-2,70,female,14,retired,5k_x,100,100,1078,0,"I am a woman, a senior citizen, so I fear taking risks where I might be endangered as a target from either of those aspects. ",-50,year,1,1,uncontrollable,passive,Aspect #5,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,4,3,-1,-1.5,1,-4
pi2gguep6a,6,-1,70,female,14,retired,5k_x,100,100,1078,0,"I am an American who lives in a gun culture, plenty of risks associated with that!",-50,month,1,0,uncontrollable,passive,Aspect #6,Contra,-1,6,0,6,-6,-1,-43.333333333333336,-260,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6666666666666666,3,3,-1,-1.5,1,-4
pi3g5e91tk,1,-1,29,female,16,unemployed,0_1k,100,100,291,2,I'm scared,-34,less_once,0,0,uncontrollable,passive,Aspect #1,Contra,-1,4,0,4,-4,-1,-43.25,-173,0.25,0.25,0.25,0.25,6,6,-1,-1.5,-1,-2
pi3g5e91tk,2,-2,29,female,16,unemployed,0_1k,100,100,291,2,I am afraid of failure,-47,less_once,0,1,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-43.25,-173,0.25,0.25,0.25,0.25,6,6,-1,-1.5,-1,-2
pi3g5e91tk,3,-1,29,female,16,unemployed,0_1k,100,100,291,2,I'm afraid I will get judged,-42,less_once,1,0,uncontrollable,passive,Aspect #3,Contra,-1,4,0,4,-4,-1,-43.25,-173,0.25,0.25,0.25,0.25,6,6,-1,-1.5,-1,-2
pi3g5e91tk,4,-2,29,female,16,unemployed,0_1k,100,100,291,2,I'm scared I would regret my decision,-50,less_once,0,0,uncontrollable,passive,Aspect #4,Contra,-1,4,0,4,-4,-1,-43.25,-173,0.25,0.25,0.25,0.25,6,6,-1,-1.5,-1,-2
pieg7b7s35,1,0,24,female,17,employed,2k_3k,91,75,270,6,It is good to take risks to gain higher rewards. ,36,less_reg,0,0,uncontrollable,passive,Aspect #1,Pro,1,4,2,2,0,0,4.25,17,0,0.5,0.25,0.25,5,4,0.5,-1.25,0,-2
pieg7b7s35,2,-2,24,female,17,employed,2k_3k,91,75,270,6,It is dangerous to take risks because you could lose more than you gain. ,-37,year,0,0,uncontrollable,passive,Aspect #2,Contra,-1,4,2,2,0,0,4.25,17,0,0.5,0.25,0.25,4,4,0.5,-1.25,0,-2
pieg7b7s35,3,-1,24,female,17,employed,2k_3k,91,75,270,6,I take calculated risks in order to experience growth. ,33,year,0,1,controllable,active,Aspect #3,Pro,1,4,2,2,0,0,4.25,17,0,0.5,0.25,0.25,4,4,0.5,-1.25,0,-2
pieg7b7s35,4,-2,24,female,17,employed,2k_3k,91,75,270,6,I sometimes take risks and encounter setbacks on the way to my goals. ,-15,year,0,1,uncontrollable,passive,Aspect #4,Contra,-1,4,2,2,0,0,4.25,17,0,0.5,0.25,0.25,4,4,0.5,-1.25,0,-2
piheliu2iq,1,0,46,female,16,employed,1k_2k,100,100,143,7,I am generally okay with taking risks because I have a fairly good understanding of probability.,7,day,0,0,controllable,passive,Aspect #1,Pro,1,1,1,0,1,1,7,7,0,0,1,0,1,1,1,0,0,0
pilgv71l13,2,0,37,male,17,employed,1k_2k,100,100,280,8,taking risks is exciting,37,month,0,0,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,38.666666666666664,116,0.3333333333333333,0,1,1,3,2,1,0,0,0
piokq0dfpr,1,-2,50,female,13,employed,1k_2k,98,100,374,7,Risks can come with great disappointment,-31,month,0,1,controllable,active,Aspect #1,Contra,-1,4,3,1,2,0.5,18.5,74,0.5,0.5,1,1,3,4,-1,-0.75,0,-2
piokq0dfpr,2,0,50,female,13,employed,1k_2k,98,100,374,7,Risks can come with great gain,34,NA,1,0,NA,NA,Aspect #2,Pro,1,4,3,1,2,0.5,18.5,74,0.5,0.5,1,1,NA,4,-1,-0.75,0,-2
piokq0dfpr,3,-1,50,female,13,employed,1k_2k,98,100,374,7,Risks can mean adventure,35,less_reg,0,1,controllable,active,Aspect #3,Pro,1,4,3,1,2,0.5,18.5,74,0.5,0.5,1,1,5,4,-1,-0.75,0,-2
piokq0dfpr,4,0,50,female,13,employed,1k_2k,98,100,374,7,great achievements have risk,36,NA,1,0,NA,NA,Aspect #4,Pro,1,4,3,1,2,0.5,18.5,74,0.5,0.5,1,1,NA,4,-1,-0.75,0,-2
pj0s9l55ia,1,1,27,female,17,selfemployed,1k_2k,82,69,185,2,would i rather be safe,-50,month,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-28.5,-57,0,0,1,1,3,3,-1,1,1,1
pj0s9l55ia,2,1,27,female,17,selfemployed,1k_2k,82,69,185,2,would i rather be adventurous and try something new or stick with the known way,-7,month,0,0,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-28.5,-57,0,0,1,1,3,3,-1,1,1,1
pj761a7mlo,1,1,25,female,19,employed,4k_5k,63,72,375,8,I like having some excitement in my life,27,week,0,0,uncontrollable,passive,Aspect #1,Pro,1,6,5,1,4,0.6666666666666666,13.166666666666666,79,0.16666666666666666,0.3333333333333333,0.25,0.4,2,2,0.3333333333333333,-0.3333333333333333,1,-1
pj761a7mlo,2,-1,25,female,19,employed,4k_5k,63,72,375,8,I can balance the risk with potential rewards,13,year,0,1,controllable,active,Aspect #2,Pro,1,6,5,1,4,0.6666666666666666,13.166666666666666,79,0.16666666666666666,0.3333333333333333,0.25,0.4,4,2,0.3333333333333333,-0.3333333333333333,1,-1
pj761a7mlo,5,-1,25,female,19,employed,4k_5k,63,72,375,8,I've had risks pay off in the past before,36,month,1,1,uncontrollable,active,Aspect #5,Pro,1,6,5,1,4,0.6666666666666666,13.166666666666666,79,0.16666666666666666,0.3333333333333333,0.25,0.4,3,2,0.3333333333333333,-0.3333333333333333,1,-1
pjaipfg4ug,1,-2,23,female,13,unemployed,0_1k,100,100,387,9,I am willing to take risks so that my life is not boring.,46,month,0,0,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,45.5,182,0,0,1,1,3,3,1,-0.75,0,-2
pjaipfg4ug,2,-1,23,female,13,unemployed,0_1k,100,100,387,9,I am willing to take risks to help get me closer to my goals.,50,month,0,0,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,45.5,182,0,0,1,1,3,3,1,-0.75,0,-2
pjaipfg4ug,3,0,23,female,13,unemployed,0_1k,100,100,387,9,I am willing to take risks because they often beneficial.,49,month,0,0,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,45.5,182,0,0,1,1,3,3,1,-0.75,0,-2
pjaipfg4ug,4,0,23,female,13,unemployed,0_1k,100,100,387,9,I am willing to take risks because I believe they will lead to great things.,37,week,0,0,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,45.5,182,0,0,1,1,2,3,1,-0.75,0,-2
pjbuj9okvi,1,0,25,female,17,employed,2k_3k,97,94,339,7,I like to take risks because I enjoy change.,29,year,0,0,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,22.75,91,0,0.25,0.75,1,4,3,1,0.25,2,-1
pjbuj9okvi,2,-1,25,female,17,employed,2k_3k,97,94,339,7,"I like to take risks, but only after thinking through the potential consequences.",3,month,0,0,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,22.75,91,0,0.25,0.75,1,3,3,1,0.25,2,-1
pjbuj9okvi,3,2,25,female,17,employed,2k_3k,97,94,339,7,I enjoy things that push me out of my comfort zone.,27,month,0,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,22.75,91,0,0.25,0.75,1,3,3,1,0.25,2,-1
pjbuj9okvi,4,0,25,female,17,employed,2k_3k,97,94,339,7,Risk taking makes life more exciting.,32,month,0,0,uncontrollable,active,Aspect #4,Pro,1,4,4,0,4,1,22.75,91,0,0.25,0.75,1,3,3,1,0.25,2,-1
pjiokntims,1,-1,52,female,18,employed,5k_x,96,95,579,3,I avoid taking big risks to avoid future problems.,-49,month,0,1,controllable,active,Aspect #1,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,2,1,52,female,18,employed,5k_x,96,95,579,3,I can't afford any more screw-ups in my life.,-41,month,0,1,controllable,active,Aspect #2,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,3,-3,52,female,18,employed,5k_x,96,95,579,3,So I won't make a horrible mistake I will regret.,-50,week,0,1,controllable,active,Aspect #3,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,2,3,0.2,-0.75,1,-3
pjiokntims,4,-1,52,female,18,employed,5k_x,96,95,579,3,"To avoid being turned down, or losing.",-50,month,1,1,uncontrollable,active,Aspect #4,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,5,-1,52,female,18,employed,5k_x,96,95,579,3,to avoid failure,30,month,0,1,uncontrollable,active,Aspect #5,Pro,1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,8,-2,52,female,18,employed,5k_x,96,95,579,3,Taking risks is uncomfortable.,-50,month,0,1,uncontrollable,active,NA,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,9,0,52,female,18,employed,5k_x,96,95,579,3,"Because I am insecure about the outcome, so I play it safe.",-50,month,0,1,uncontrollable,active,NA,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,3,3,0.2,-0.75,1,-3
pjiokntims,10,1,52,female,18,employed,5k_x,96,95,579,3,Avoiding big risks has proven successful for me.,-44,year,0,1,controllable,active,NA,Contra,-1,10,1,9,-8,-0.8,-33.5,-335,0.1,1,0.6,1,4,3,0.2,-0.75,1,-3
pjkmi6p483,1,0,25,male,16,employed,5k_x,100,100,368,7,I'm willing to take risk that are worth it.,24,week,0,0,controllable,active,Aspect #1,Pro,1,2,1,1,0,0,-3,-6,0,0.5,1,1,2,2,1,-1.5,0,-3
pjkmi6p483,2,-3,25,male,16,employed,5k_x,100,100,368,7,if it's a unnecessary risk then its a waste of time,-30,week,0,1,controllable,active,Aspect #2,Contra,-1,2,1,1,0,0,-3,-6,0,0.5,1,1,2,2,1,-1.5,0,-3
pjmfaicge9,1,0,42,male,12,employed,5k_x,99,100,393,0,I do not take risk i choose to make decisions on proven information not guesses or maybes.,-50,NA,NA,NA,controllable,active,Aspect #1,Contra,-1,1,0,1,-1,-1,-50,-50,NaN,NaN,1,1,NA,NA,-1,0,0,0
pjnmqtljgr,1,-3,18,male,13,student,1k_2k,91,100,168,9,I am willing to take risks so I don't feel regret for not taking the risk.,40,week,0,0,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,36.25,145,0.25,0.25,1,1,2,2.5,1,-1.75,-1,-3
pjnmqtljgr,2,-1,18,male,13,student,1k_2k,91,100,168,9,I take risks because I like bigger rewards.,46,week,0,0,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,36.25,145,0.25,0.25,1,1,2,2.5,1,-1.75,-1,-3
pjnmqtljgr,3,-2,18,male,13,student,1k_2k,91,100,168,9,I take risks because I don't like to miss out.,40,year,1,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,36.25,145,0.25,0.25,1,1,4,2.5,1,-1.75,-1,-3
pjnmqtljgr,4,-1,18,male,13,student,1k_2k,91,100,168,9,I take risks because it is fun to be risky in life.,19,month,0,0,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,36.25,145,0.25,0.25,1,1,3,2.5,1,-1.75,-1,-3
pjomiut9f3,1,0,20,male,14,selfemployed,1k_2k,89,90,820,5,I try to weigh the pros and cons of a certain action first,-17,week,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-24.25,-97,0,0,1,1,2,2,-1,-1,0,-2
pjomiut9f3,2,-2,20,male,14,selfemployed,1k_2k,89,90,820,5,I don't put myself in unnecessary danger,-38,week,0,0,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-24.25,-97,0,0,1,1,2,2,-1,-1,0,-2
pjomiut9f3,3,-1,20,male,14,selfemployed,1k_2k,89,90,820,5,I get good enough where I trust myself not to mess up if there are certain risks,-21,day,0,0,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-24.25,-97,0,0,1,1,1,2,-1,-1,0,-2
pjqfr36tuv,1,0,58,female,14,employed,1k_2k,99,98,394,6,I am willing to take a risk if the outcome is important and worth it.,-19,week,0,0,controllable,active,Aspect #1,Contra,-1,3,1,2,-1,-0.3333333333333333,-7,-21,0,0.6666666666666666,0.6666666666666666,1,2,3,0,-0.3333333333333333,1,-2
pjqfr36tuv,2,-2,58,female,14,employed,1k_2k,99,98,394,6,I am willing to take a risk if I know that I will feel regret if I don't.,23,month,0,1,controllable,active,Aspect #2,Pro,1,3,1,2,-1,-0.3333333333333333,-7,-21,0,0.6666666666666666,0.6666666666666666,1,3,3,0,-0.3333333333333333,1,-2
pjqfr36tuv,3,1,58,female,14,employed,1k_2k,99,98,394,6,I am willing to take a risk if it will benefit someone I love like a family member.,-25,month,0,1,uncontrollable,NA,Aspect #3,Contra,-1,3,1,2,-1,-0.3333333333333333,-7,-21,0,0.6666666666666666,0.6666666666666666,1,3,3,0,-0.3333333333333333,1,-2
pk1i57og54,1,-1,27,male,14,employed,2k_3k,94,100,431,1,I try to avoid risks as I have seemingly terrible luck.,-50,week,0,1,uncontrollable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-37,-111,0,0.5,0.6666666666666666,1,2,2.5,-1,-1.3333333333333333,0,-3
pk1i57og54,2,0,27,male,14,employed,2k_3k,94,100,431,1,I try to avoid risks as I would much prefer a sure thing over something left to chance.,-50,NA,0,NA,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-37,-111,0,0.5,0.6666666666666666,1,NA,2.5,-1,-1.3333333333333333,0,-3
pk1i57og54,3,-3,27,male,14,employed,2k_3k,94,100,431,1,I avoid risks as having to make new plans if the risk doesn't pay off is a nuisance.,-11,month,0,0,controllable,NA,Aspect #3,Contra,-1,3,0,3,-3,-1,-37,-111,0,0.5,0.6666666666666666,1,3,2.5,-1,-1.3333333333333333,0,-3
pkgv8c3h3j,1,-1,35,male,16,employed,3k_4k,100,100,158,1,I don't want to risk my family,-50,week,0,0,uncontrollable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0,0.5,2,2,-1,-1.5,-1,-2
pkgv8c3h3j,2,-2,35,male,16,employed,3k_4k,100,100,158,1,I'm generally scared of failure.,-50,week,0,0,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,0,0.5,2,2,-1,-1.5,-1,-2
pkiuh7rqvu,1,-2,59,male,15,employed,3k_4k,100,100,475,3,I tend to avoid unnecessary risks.,-50,NA,1,1,controllable,NA,Aspect #1,Contra,-1,5,2,3,-1,-0.2,-18.6,-93,0.8,1,0.8,1,NA,2.5,-1,-1,0,-2
pkiuh7rqvu,2,-1,59,male,15,employed,3k_4k,100,100,475,3,I do not seek out risky behavior.,-50,NA,1,1,controllable,NA,Aspect #2,Contra,-1,5,2,3,-1,-0.2,-18.6,-93,0.8,1,0.8,1,NA,2.5,-1,-1,0,-2
pkiuh7rqvu,3,-1,59,male,15,employed,3k_4k,100,100,475,3,I do not look to participate in behavior that involves physical risk.,-50,NA,1,1,controllable,NA,Aspect #3,Contra,-1,5,2,3,-1,-0.2,-18.6,-93,0.8,1,0.8,1,NA,2.5,-1,-1,0,-2
pkiuh7rqvu,4,-1,59,male,15,employed,3k_4k,100,100,475,3,I understand some risks are necessary in business.,29,week,1,1,controllable,active,Aspect #4,Pro,1,5,2,3,-1,-0.2,-18.6,-93,0.8,1,0.8,1,2,2.5,-1,-1,0,-2
pkiuh7rqvu,5,0,59,male,15,employed,3k_4k,100,100,475,3,I take some risks when trusting others.,28,month,0,1,uncontrollable,active,Aspect #5,Pro,1,5,2,3,-1,-0.2,-18.6,-93,0.8,1,0.8,1,3,2.5,-1,-1,0,-2
pkovd8l667,1,-2,34,female,14,employed,1k_2k,100,100,253,3,I am generally a cautious person and don't as a rule take risks as to avoid misfortune.,-27,week,0,0,NA,NA,Aspect #1,Contra,-1,2,1,1,0,0,-7,-14,0,0,0,NaN,2,2,-1,-2,-2,-2
pkovd8l667,2,-2,34,female,14,employed,1k_2k,100,100,253,3,I am willing to take a risk if the payoff for the risk is worth the amount of risk involved.,13,week,0,0,uncontrollable,NA,Aspect #2,Pro,1,2,1,1,0,0,-7,-14,0,0,0,NaN,2,2,-1,-2,-2,-2
pkpenn3v42,1,-3,34,female,16,selfemployed,0_1k,100,100,232,2,I'm scared of bad things happening because I took a risk.,-50,year,0,0,uncontrollable,active,Aspect #1,Contra,-1,3,1,2,-1,-0.3333333333333333,-21.333333333333332,-64,0,0.3333333333333333,0,0.6666666666666666,4,4,-1,-2,-1,-3
pkpenn3v42,2,-2,34,female,16,selfemployed,0_1k,100,100,232,2,I feel I have regretted taking risks in the past.,-50,year,0,1,uncontrollable,active,Aspect #2,Contra,-1,3,1,2,-1,-0.3333333333333333,-21.333333333333332,-64,0,0.3333333333333333,0,0.6666666666666666,4,4,-1,-2,-1,-3
pkpenn3v42,3,-1,34,female,16,selfemployed,0_1k,100,100,232,2,Something good could happen from a risk though.,36,year,0,0,uncontrollable,passive,Aspect #3,Pro,1,3,1,2,-1,-0.3333333333333333,-21.333333333333332,-64,0,0.3333333333333333,0,0.6666666666666666,4,4,-1,-2,-1,-3
pkqi59lujp,1,-2,31,female,14,selfemployed,0_1k,90,92,204,8,"I usually am the type of person to take risks, but sometimes I'm not. I can be both. It's very confusing. ",9,month,0,0,uncontrollable,active,Aspect #1,Pro,1,2,2,0,2,1,15,30,0,0,0,1,3,3,1,-0.5,1,-2
pkqi59lujp,2,1,31,female,14,selfemployed,0_1k,90,92,204,8,"to get a benefit out of it. When taking risks, if there is a benefit to it, then I am more likely to do it.",21,month,0,0,uncontrollable,active,Aspect #2,Pro,1,2,2,0,2,1,15,30,0,0,0,1,3,3,1,-0.5,1,-2
pkqk16c93v,1,-1,29,female,13,employed,1k_2k,100,100,211,1,i avoid taking risks because i have a family that counts on me to be responsible.,-46,NA,0,1,NA,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-48,-96,0,1,0,0.5,NA,1,-1,-2,-1,-3
pkqk16c93v,2,-3,29,female,13,employed,1k_2k,100,100,211,1,i avoid taking risks because risk makes me anxious.,-50,day,0,1,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-48,-96,0,1,0,0.5,1,1,-1,-2,-1,-3
pksurk0hbb,1,0,33,male,14,employed,1k_2k,100,100,443,2,I generally try to avoid taking risks because I want to be successful in all areas of my life.,-38,week,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-44,-88,0,0,0.5,0.5,2,3,-1,-1,0,-2
pksurk0hbb,2,-2,33,male,14,employed,1k_2k,100,100,443,2,I generally try to avoid taking risks because I do not like to deal with unforeseen situations.,-50,year,0,0,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-44,-88,0,0,0.5,0.5,4,3,-1,-1,0,-2
pktvbaqfgq,1,-1,37,male,16,employed,2k_3k,100,100,390,2,I take small risk because I like to gain a little without losing a lot.,-44,week,0,0,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-47.333333333333336,-142,0,0,0.6666666666666666,0.6666666666666666,2,3,-1,-1.5,-1,-2
pktvbaqfgq,2,-2,37,male,16,employed,2k_3k,100,100,390,2,I feel uncomfortable with large risk.,-49,month,0,0,uncontrollable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-47.333333333333336,-142,0,0,0.6666666666666666,0.6666666666666666,3,3,-1,-1.5,-1,-2
pl1gu9l8m3,1,-2,27,female,14,employed,2k_3k,92,84,339,1,I'd rather err on the safe side because I don't want to risk something bad happening to me.,-40,day,0,0,NA,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-42,-126,0,0,NaN,0.3333333333333333,1,1,-1,-1,0,-2
pl1gu9l8m3,2,0,27,female,14,employed,2k_3k,92,84,339,1,"I prefer the assurance of not taking risks, because then I can receive an outcome that's predictable and not surprisingly awful.",-41,day,0,0,NA,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-42,-126,0,0,NaN,0.3333333333333333,1,1,-1,-1,0,-2
pl1gu9l8m3,3,-1,27,female,14,employed,2k_3k,92,84,339,1,I don't like to take risks because I don't really care too much about the options available.,-45,day,0,0,NA,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-42,-126,0,0,NaN,0.3333333333333333,1,1,-1,-1,0,-2
pl1jjs135f,2,-1,22,male,16,employed,0_1k,93,96,649,8,I act on impulse most times in difficult situations without thinking.,40,less_reg,0,1,NA,passive,Aspect #2,Pro,1,2,2,0,2,1,37.5,75,0,1,NaN,0,5,5.5,1,-1,-1,-1
pl40upe2b5,1,1,25,female,16,employed,2k_3k,100,100,192,7,"I do enjoy taking risks, but only if I feel that the payoff is worth it.",20,month,0,0,NA,active,Aspect #1,Pro,1,3,3,0,3,1,28.666666666666668,86,0,0,NaN,1,3,3,1,1,2,0
