id,"partid","cond_order","cond_soepframe","soep_item",aspect_ind,"aspect",r_risk,"r_frequency","r_social","r_situation","r_control","r_active"
434,"p17frg3toe","asp_judg","std","gen",1,"I take risks because you never know what will happen if you dont try.",26,"month","0","0","controllable","NA"
435,"p17frg3toe","asp_judg","std","gen",2,"I sometimes do avoid risks because my anxiety overpowers the urge to do something.",-48,"month","0","1","uncontrollable","passive"
436,"pp552vm3jb","asp_judg","std","gen",1,"I own little and don't want to risk what I have.",-50,"less_reg","0","1","uncontrollable","passive"
437,"p17frg3toe","asp_judg","std","gen",3,"Taking risks is dangerous and sometimes should be thought about or avoided.",-39,"week","0","0","controllable","active"
438,"pp552vm3jb","asp_judg","std","gen",2,"I do not like to lose so I won't take a risk",-50,"less_once","0","1","uncontrollable","passive"
439,"p17frg3toe","asp_judg","std","gen",4,"I like to take risks because so many amazing things could happen if you just put yourself out there and try something new.",49,"month","0","0","uncontrollable","active"
440,"pp552vm3jb","asp_judg","std","gen",3,"i hate to take chances",-50,"less_reg","0","1","controllable","passive"
441,"pp552vm3jb","asp_judg","std","gen",4,"I am too old to take risks",-50,"less_reg","1","0","controllable","passive"
442,"p17frg3toe","asp_judg","std","gen",5,"Depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided.",-8,"month","0","0","controllable","active"
443,"pp552vm3jb","asp_judg","std","gen",5,"I am just not the type who takes risks",-50,"less_reg","0","1","uncontrollable","passive"
444,"pojroad8av","asp_judg","std","gen",0,"I avoid taking risks because I can't afford to.",-50,"day","0","0","controllable","active"
445,"pilgv71l13","asp_judg","std","gen",0,"I like big rewards",40,"week","0","0","controllable","active"
446,"ptqjgjf25d","asp_judg","std","gen",0,"I generally try to avoid taking risks and look for steady ways of doing things.",-38,"day","0","1","controllable","active"
447,"pilgv71l13","asp_judg","std","gen",1,"taking risks is exciting",37,"month","0","0","controllable","active"
448,"p6tg7dmknn","asp_judg","std","gen",0,"No i do not take risk",-50,"day","0","0","controllable","active"
449,"pilgv71l13","asp_judg","std","gen",2,"It keeps me close to the pulse of society",39,"week","1","0","controllable","active"
450,"ph5g2uihje","asp_judg","std","gen",0,"I'd rather not take a chance and have things go poorly",-50,"year","0","1","controllable","active"
451,"ph5g2uihje","asp_judg","std","gen",1,"I wouldnt want to end up physically hurt.",-48,"month","0","1","controllable","active"
452,"ph5g2uihje","asp_judg","std","gen",2,"I wouldn't want to end up mentally drained",-41,"week","0","1","uncontrollable","passive"
453,"ph5g2uihje","asp_judg","std","gen",3,"I'd much rather play it safe and make sure nothing goes wrong.",-44,"month","0","1","controllable","active"
454,"ph5g2uihje","asp_judg","std","gen",4,"I'm just more laid back and chill then most people",-48,"day","0","1","controllable","passive"
455,"p6n96ubl38","asp_judg","std","gen",0,"I am willing to take risks when there is a high possibility that things will go well in the long run.",20,"month","0","1","controllable","active"
456,"p6n96ubl38","asp_judg","std","gen",1,"If there is nothing else, in desparity I might take more risks than usual.",-16,"year","0","1","uncontrollable","passive"
457,"pgnjj2v38d","asp_judg","std","gen",0,"I try to avoid any chance ofit being detrimental",-40,"week","0","0","controllable","active"
458,"pc8udbdtju","asp_judg","std","gen",0,"I avoid taking risks because of potential hazards to health, finances, and family security.",-43,"NA","0","0","controllable","NA"
459,"p3fk04hrgs","asp_judg","std","gen",0,"I LIKE TO TAKE RISKS",41,"year","0","1","controllable","active"
460,"p0g53tkf8o","asp_judg","std","gen",0,"if the reward is high enough ",50,"month","0","1","controllable","active"
461,"pc8udbdtju","asp_judg","std","gen",1,"I avoid taking risks because there might not be a way to make up for any loss in the future.",-50,"less_once","0","1","uncontrollable","passive"
462,"p0g53tkf8o","asp_judg","std","gen",1,"if the pros are higher than the cons ",29,"year","1","1","controllable","passive"
463,"pjomiut9f3","asp_judg","std","gen",0,"I try to weigh the pros and cons of a certain action first",-17,"week","0","0","controllable","active"
464,"pjomiut9f3","asp_judg","std","gen",1,"I don't put myself in unnecessary danger",-38,"week","0","0","controllable","active"
465,"pjomiut9f3","asp_judg","std","gen",2,"I get good enough where I trust myself not to mess up if there are certain risks",-21,"day","0","0","controllable","active"
466,"pc8udbdtju","asp_judg","std","gen",2,"I avoid taking risks because there is a percentage chance of losses being more than any potential gains.",-42,"NA","0","0","uncontrollable","passive"
467,"pjomiut9f3","asp_judg","std","gen",3,"I will put myself in harm's way if absolutely necessary",-21,"week","0","0","controllable","active"
468,"p3st2t8d7r","asp_judg","std","gen",0,"I want to live a long time",-30,"NA","0","1","controllable","active"
469,"p3st2t8d7r","asp_judg","std","gen",1,"I don't like to experience extremes",-32,"day","0","1","controllable","active"
470,"p3st2t8d7r","asp_judg","std","gen",2,"I am careful with my money",-36,"day","0","1","controllable","active"
471,"p3st2t8d7r","asp_judg","std","gen",3,"I don't like to be a wild person",-24,"week","0","1","controllable","active"
472,"p3st2t8d7r","asp_judg","std","gen",4,"I believe in the saying, \"better safe than sorry\"",-50,"day","0","0","controllable","active"
473,"plm290dpup","asp_judg","std","gen",0,"Taking risks can lead to better outcomes.",26,"year","1","1","uncontrollable","active"
474,"plm290dpup","asp_judg","std","gen",1,"Taking risks can lead to better opportunities.",31,"year","1","1","controllable","active"
475,"plm290dpup","asp_judg","std","gen",2,"Taking risks is an adventure.",26,"year","0","1","controllable","active"
476,"plm290dpup","asp_judg","std","gen",3,"Taking risks can be fun.",29,"year","0","1","controllable","active"
477,"p5rbjq8a89","asp_judg","std","gen",0,"This paper presents new evidence on the distribution of risk attitudes in the population, using a novel set of survey questions and a representative sample of roughly 22,000 individuals living in Germany. Using a question that asks about willingness to take risks on an 11-point scale, we find evidence of heterogeneity across individuals, and show that willingness to take risks is negatively related to age and being female, and positively related to height and parental education. We test the behavioral relevance of this survey measure by conducting a complementary field experiment, based on a representative sample of 450 subjects, and find that the measure is a good predictor of actual risk-taking behavior. ",NULL,NULL,NULL,NULL,NULL,NULL
478,"p5rbjq8a89","asp_judg","std","gen",1,"Risk and uncertainty are pervasive in economic life, playing a role in almost every important economic decision. As a result, understanding individual attitudes towards risk is intimately linked to the goal of predicting economic behavior.",NULL,NULL,NULL,NULL,NULL,NULL
479,"p5rbjq8a89","asp_judg","std","gen",2,"the general risk question, and construct a population-wide distribution of willingness to take risks. This distribution reveals substantial individual heterogeneity. Turning to possible determinants of these differences, we investigate the relationship between willingness to take risks and selected personal characteristics: gender, age, height, and parental background",NULL,NULL,NULL,NULL,NULL,NULL
480,"p5rbjq8a89","asp_judg","std","gen",3,"A chief advantage of survey questions is that they offer a direct measure of individual attitudes, avoiding the need to recover behavioral parameters by making restrictive identifying assumptions.",NULL,NULL,NULL,NULL,NULL,NULL
481,"pvlbb9h2ok","asp_judg","std","gen",0,"I like to avoid them so I know what to expect.",-37,"day","0","0","controllable","active"
482,"pvlbb9h2ok","asp_judg","std","gen",1,"I don't like the idea of getting hurt or injured",-43,"week","0","0","controllable","active"
483,"pvlbb9h2ok","asp_judg","std","gen",2,"I try to calculate all the risks involved in a situation",-34,"day","0","0","controllable","active"
484,"pvlbb9h2ok","asp_judg","std","gen",3,"I prefer to be make the right bet ",-34,"week","0","0","controllable","active"
485,"pf1ok9j6mf","asp_judg","std","gen",0,"I avoid taking risks because risks can cause chaos in your life.",-50,"month","0","1","controllable","active"
486,"p9t0bkfqk0","asp_judg","std","gen",0,"I take risks when I calculate that the potential reward is worth the risk.",NULL,NULL,NULL,NULL,NULL,NULL
487,"pf1ok9j6mf","asp_judg","std","gen",1,"Taking risks cause me to become anxious.",-50,"week","0","1","controllable","active"
488,"p9t0bkfqk0","asp_judg","std","gen",1,"I tend to look at risk in the context of potential benefits.",NULL,NULL,NULL,NULL,NULL,NULL
489,"pf1ok9j6mf","asp_judg","std","gen",2,"I prefer my life to be predictable and taking risks doesn't ensure this.",-50,"week","0","1","controllable","active"
490,"p9t0bkfqk0","asp_judg","std","gen",2,"I don't take risks just for the thrill or excitement of it.",NULL,NULL,NULL,NULL,NULL,NULL
491,"p42f7pvrt2","asp_judg","std","gen",0,"I am not willing to take risks, I avoid risks. I am not certain of the outcome, if I would take a risk.",-47,"less_once","0","0","uncontrollable","passive"
492,"p42f7pvrt2","asp_judg","std","gen",1,"I have a 13 year old son that counts on me, I don't want to make an uncertain choice.",-50,"NA","0","0","controllable","passive"
493,"p42f7pvrt2","asp_judg","std","gen",2,"It's scary to take a risk, I don't like the fear a risk would cause me.",-48,"less_once","0","0","uncontrollable","passive"
494,"p42f7pvrt2","asp_judg","std","gen",3,"I have responsibilities, and taking a risk would put those in jeopardy.",-50,"NA","0","0","controllable","active"
495,"psadrc62vh","asp_judg","std","gen",0,"I tend to avoid financial risks",NULL,NULL,NULL,NULL,NULL,NULL
496,"psadrc62vh","asp_judg","std","gen",1,"I don’t like risky driving ",NULL,NULL,NULL,NULL,NULL,NULL
497,"psadrc62vh","asp_judg","std","gen",2,"I eat healthy ",NULL,NULL,NULL,NULL,NULL,NULL
498,"psadrc62vh","asp_judg","std","gen",3,"I go",NULL,NULL,NULL,NULL,NULL,NULL
499,"psadrc62vh","asp_judg","std","gen",4,"I go to the gym consistently ",NULL,NULL,NULL,NULL,NULL,NULL
500,"psrrgsojv6","asp_judg","std","gen",0,"i likr it very much",32,"week","1","1","controllable","active"
501,"pq93i0114s","asp_judg","std","gen",0,"i love to take risk because i feel like the more risk you take the more you gain.",50,"month","0","1","controllable","passive"
502,"pq93i0114s","asp_judg","std","gen",1,"i take risk because life is boring without it. ",50,"month","0","1","controllable","active"
503,"pq93i0114s","asp_judg","std","gen",2,"i take risk because i like to go against the grain. ",50,"month","0","1","controllable","active"
504,"pq93i0114s","asp_judg","std","gen",3,"i take risk because i like the feeling",50,"year","0","1","controllable","active"
505,"po0b5hvksl","asp_judg","std","gen",0,"Why not?",27,"year","0","1","controllable","passive"
506,"po0b5hvksl","asp_judg","std","gen",1,"What is the worst that can happen?",35,"month","0","1","controllable","active"
507,"p4b9eblea9","asp_judg","std","gen",0,"It's important to take calculated risks at points in life to ensure you're getting ahead or making progress.",33,"year","0","0","controllable","active"
508,"po0b5hvksl","asp_judg","std","gen",2,"I would regret not giving it a shot",19,"week","0","1","controllable","active"
509,"po0b5hvksl","asp_judg","std","gen",3,"Risk equals reward",27,"less_reg","0","1","controllable","active"
510,"p4b9eblea9","asp_judg","std","gen",1,"Taking risks can be exciting, and nobody wants to live a dull life.",37,"less_reg","0","0","uncontrollable","active"
511,"po0b5hvksl","asp_judg","std","gen",4,"Adversity either brings good story or a lesson learned",33,"week","0","1","controllable","active"
512,"p4b9eblea9","asp_judg","std","gen",2,"Anyone who is successful has at least taken some risks in life.",42,"year","1","0","controllable","active"
513,"pktvbaqfgq","asp_judg","std","gen",0,"I take small risk because I like to gain a little without losing a lot.",-44,"week","0","0","controllable","active"
514,"ptqu4ourub","asp_judg","std","gen",0,"I take a risk everyday when I walk the beach alone.",44,"day","NA","1","controllable","active"
515,"pbrpp3rkni","asp_judg","std","gen",0,"I avoid risks because I strong dislike the feeling of failure. I also avoid risks because I really dislike second guessing myself after the fact continuously.",NULL,NULL,NULL,NULL,NULL,NULL
516,"pktvbaqfgq","asp_judg","std","gen",1,"I feel uncomfortable with large risk.",-49,"month","0","0","uncontrollable","passive"
517,"pktvbaqfgq","asp_judg","std","gen",2,"I am not a gambler.",-49,"month","0","0","controllable","active"
518,"ptqu4ourub","asp_judg","std","gen",1,"I take a risk every day when I pick up a drink.",50,"day","0","1","uncontrollable","active"
519,"ptqu4ourub","asp_judg","std","gen",2,"I take a risk when I go into the city alone.",31,"month","NA","1","uncontrollable","passive"
520,"p7fh2ooref","asp_judg","std","gen",0,"I fall somewhere in the middle. I believe in taking some risks to maximize returns but also believe in living conservatively and taking minimal risks to preserve safety.",0,"month","0","1","uncontrollable","active"
521,"p7fh2ooref","asp_judg","std","gen",1,"In general, I see myself as someone who avoids most risks in life. I tend to play it safer than riskier.",-43,"less_reg","0","1","controllable","active"
522,"p7fh2ooref","asp_judg","std","gen",2,"I don't take too many risks because I don't have a safety net to depend on.",-35,"less_reg","0","1","controllable","active"
523,"p7fh2ooref","asp_judg","std","gen",3,"I think risk taking should be viewed through a risk/reward prism and acted upon accordingly.",-1,"less_reg","0","1","controllable","active"
524,"pe142cqfak","asp_judg","std","gen",0,"I avoid taking risk in most cases, because money can be lost",-27,"month","0","0","controllable","active"
525,"p7fh2ooref","asp_judg","std","gen",4,"I don't like taking risks if it means the chances are not pretty good that I will succeed.",-33,"year","0","1","controllable","active"
526,"pe142cqfak","asp_judg","std","gen",1,"One needs to be careful in most dealings of the world and I don't like to get hurt",-1,"day","0","0","controllable","active"
527,"p7fh2ooref","asp_judg","std","gen",5,"I think if I had a better nest egg to depend on, I would be more prone to take more risks.",2,"year","0","1","uncontrollable","active"
528,"pe142cqfak","asp_judg","std","gen",2,"There is just too much to lose by taking risk.",-4,"day","0","0","controllable","passive"
529,"p7fh2ooref","asp_judg","std","gen",6,"I do like taking some risks, such as investments. ",24,"year","0","1","uncontrollable","active"
530,"p7fh2ooref","asp_judg","std","gen",7,"I like being seen as a practical person more than I want to be seen as a risk taker.",-36,"less_reg","0","1","controllable","active"
531,"p7fh2ooref","asp_judg","std","gen",8,"I believe a person should feel passionate about something before taking too many risks.",-24,"less_reg","0","1","controllable","active"
532,"p7fh2ooref","asp_judg","std","gen",9,"My personality type tends to avoid taking risks more than being willing to take risks. I suppose it has a lot to do with fear of failing.",-35,"less_once","0","1","controllable","active"
533,"p7fh2ooref","asp_judg","std","gen",10,"I don't take some type of risks because it is obviously dangerous to me.",-44,"less_once","1","1","controllable","active"
534,"p7fh2ooref","asp_judg","std","gen",11,"I am certainly willing to take some risks when it comes to purchasing stocks. I learned I shouldn't have been so willing to take those risks. ",0,"year","0","1","controllable","active"
535,"po45u0nri5","asp_judg","std","gen",0,"I'm too old to recover from bad risks",-16,"NA","1","0","uncontrollable","passive"
536,"po45u0nri5","asp_judg","std","gen",1,"My responsibilities require minimum risk",-19,"day","0","0","controllable","active"
537,"pns0bk5bpg","asp_judg","std","gen",0,"I want the best outcome but I dont want to lose anything",12,"month","0","0","uncontrollable","active"
538,"pn73cj70pg","asp_judg","std","gen",0,"generally speaking i try to avoid risks. at 63 years old i've learned that it's almost always better to play things safe because it's important to keep expectations in check.",-33,"week","0","0","controllable","passive"
539,"p8178lhu71","asp_judg","std","gen",0,"I don't like to know the uncertain",-50,"week","1","0","controllable","active"
540,"pn73cj70pg","asp_judg","std","gen",1,"i try to avoid taking risks because i've taken too many silly risks in the past that didn't work out for me and i've learned that i'm more comfortable when i don't take risks.",-46,"week","0","0","controllable","passive"
541,"p8178lhu71","asp_judg","std","gen",1,"I like a normal safe way of living",-48,"week","1","0","controllable","active"
542,"pstctu83l8","asp_judg","std","gen",0,"I am not someone who is willing to take risks and I avoid risk as much as possible. Risk involves loss or loss compared to no risk and I prefer to avoid loss.",-50,"less_once","0","0","controllable","active"
543,"pn73cj70pg","asp_judg","std","gen",2,"i try to avoid taking risks because it produces unnecessary stress when i take most risks; it's just not good for me emotionally.",-50,"week","0","0","controllable","passive"
544,"pstctu83l8","asp_judg","std","gen",1,"Risk can be dangerous and usually has more downside than upside.",-50,"less_once","0","0","uncontrollable","active"
545,"pt8dna484n","asp_judg","std","gen",0,"I don't like unnecessary risk",-28,"month","0","0","controllable","active"
546,"pt8dna484n","asp_judg","std","gen",1,"I do like taking calculated risks",32,"week","0","1","controllable","active"
547,"pt8dna484n","asp_judg","std","gen",2,"I think executing calculated risks with known results when prudent is a must",39,"week","0","0","controllable","active"
548,"pt8dna484n","asp_judg","std","gen",3,"I generally don't like volatile amounts of unpredictability",-44,"month","0","1","uncontrollable","passive"
549,"pt8dna484n","asp_judg","std","gen",4,"you have to take some risks",20,"week","0","0","controllable","NA"
550,"prok04sj5l","asp_judg","std","gen",0,"i try to avoid taking risks",-50,"week","1","1","uncontrollable","passive"
551,"phgd1fotld","asp_judg","std","gen",0,"I try to avoid risk as it has potential to do me harm",-50,"NA","0","0","NA","NA"
552,"p775e7r08j","asp_judg","std","gen",0,"I avoid taking risks because I am scared.",-50,"NA","1","1","NA","NA"
553,"p775e7r08j","asp_judg","std","gen",1,"I do not take risks because I do not believe in myself.",-50,"NA","NA","NA","NA","NA"
554,"p5f7h569tl","asp_judg","std","gen",0,"I am cautious of new things.",-50,"week","0","1","uncontrollable","passive"
555,"pjkmi6p483","asp_judg","std","gen",0,"I'm willing to take risk that are worth it.",24,"week","0","0","controllable","active"
556,"p5f7h569tl","asp_judg","std","gen",1,"I do not like unexpected or unplanned things.",-50,"day","0","1","controllable","passive"
557,"p5f7h569tl","asp_judg","std","gen",2,"I do not like lose.",-50,"year","0","1","uncontrollable","active"
558,"pjkmi6p483","asp_judg","std","gen",1,"if it's a unnecessary risk then its a waste of time",-30,"week","0","1","controllable","active"
559,"p689b7tigi","asp_judg","std","gen",0,"first thought is i do like to gamble",50,"month","1","1","controllable","active"
560,"p689b7tigi","asp_judg","std","gen",1,"second reason is i do like to go way too fast in the car when im driving",50,"day","0","1","NA","active"
561,"p689b7tigi","asp_judg","std","gen",2,"but i dont take risks emotionally, im a very private person emotionally ",-50,"week","1","0","NA","active"
562,"p689b7tigi","asp_judg","std","gen",3,"i think i do take risks especially because i love gambling thats like the definition of risk taking. ",50,"month","NA","1","controllable","active"
563,"p2cvf2j5ug","asp_judg","std","gen",0,"It's not an error to end a sentence with a preposition, but it is a little less formal. In emails, text messages, and notes to friends, it's perfectly fine. But if you're writing a research paper or submitting a business proposal and you want to sound very formal, avoid ending sentences with prepositions. One at a time in the field belowl.",25,"day","NA","1","controllable","active"
564,"pjbomhp49u","asp_judg","std","gen",0,"No reasons.",NULL,NULL,NULL,NULL,NULL,NULL
565,"p98vdnfo6t","asp_judg","std","gen",0,"I try to avoid risks because I have children who depend on me",-36,"week","0","0","controllable","active"
566,"pkqi59lujp","asp_judg","std","gen",0,"I usually am the type of person to take risks, but sometimes I'm not. I can be both. It's very confusing. ",9,"month","0","0","uncontrollable","active"
567,"ptmnc45138","asp_judg","std","gen",0,"I'm willing to take risks because it might help me become successful.",36,"week","1","1","controllable","active"
568,"p98vdnfo6t","asp_judg","std","gen",1,"I avoid risks because i like my freedom too much",-38,"week","0","0","controllable","active"
569,"p98vdnfo6t","asp_judg","std","gen",2,"i avoid risks because I don't like living with the regret of making mistakes that could have been avoided",-37,"week","0","0","controllable","active"
570,"p98vdnfo6t","asp_judg","std","gen",3,"I avoid risks because life is too short to not think critically",-38,"week","0","0","controllable","active"
571,"p8bjleaivo","asp_judg","std","gen",0,"I generally avoid risks because I don't want to lose my kids",-50,"less_reg","1","1","uncontrollable","active"
572,"pkqi59lujp","asp_judg","std","gen",1,"to get a benefit out of it. When taking risks, if there is a benefit to it, then I am more likely to do it.",21,"month","0","0","uncontrollable","active"
573,"p8bjleaivo","asp_judg","std","gen",1,"I don't want to get hurt or die so I don't take risks",-50,"NA","1","0","uncontrollable","passive"
574,"pbkjfru1lp","asp_judg","std","gen",0,"I want to be here for my children.",-50,"day","0","1","controllable","active"
575,"pbkjfru1lp","asp_judg","std","gen",1,"I do not like pain.",-50,"NA","0","0","controllable","active"
576,"pbkjfru1lp","asp_judg","std","gen",2,"I do not like to be emotionally upset.",-50,"less_reg","0","0","uncontrollable","passive"
577,"pbkjfru1lp","asp_judg","std","gen",3,"I like to be able to make plans and stick to them.",-50,"day","0","0","controllable","active"
578,"p8bjleaivo","asp_judg","std","gen",2,"I don't want to risk getting arrested or getting anyone else arrested.",-45,"less_reg","1","1","uncontrollable","active"
579,"pbkjfru1lp","asp_judg","std","gen",4,"I like some surprises, but not many.",-29,"month","0","0","uncontrollable","passive"
580,"p8bjleaivo","asp_judg","std","gen",3,"I don't like risks because I can't afford to fix anything I break or fuck up.",-50,"less_reg","1","1","uncontrollable","active"
581,"p8bjleaivo","asp_judg","std","gen",4,"I don't like risks because I am afraid of the unknown things that could happen. ",-50,"less_reg","1","1","uncontrollable","active"
582,"pjtiuadl12","asp_judg","std","gen",0,"What is involved.",NULL,NULL,NULL,NULL,NULL,NULL
583,"pjtiuadl12","asp_judg","std","gen",1,"I like to stick to my regular schedule. ",NULL,NULL,NULL,NULL,NULL,NULL
584,"pjtiuadl12","asp_judg","std","gen",2,"I try to keep my finances at no risk to avoid losing it. ",NULL,NULL,NULL,NULL,NULL,NULL
585,"pjtiuadl12","asp_judg","std","gen",3,"Hpw much do I gain.",NULL,NULL,NULL,NULL,NULL,NULL
586,"pmaoctfpvq","asp_judg","std","gen",0,"I take risks because the results can be amazing.",19,"month","0","1","controllable","passive"
587,"pmaoctfpvq","asp_judg","std","gen",1,"I take risks because it is fun.",26,"month","0","1","controllable","active"
588,"ps0k8ig481","asp_judg","std","gen",0,"I am willing to take risks because I think it makes life more interesting.",50,"week","0","0","uncontrollable","active"
589,"ps0k8ig481","asp_judg","std","gen",1,"I think that risks pay off better than safe things.",50,"week","0","0","uncontrollable","active"
590,"p2qr5d02ht","asp_judg","std","gen",0,"Generally, I am a person who takes risk because the main reason is everything in life is a learning experience and you will not have that experience if you do not take risk.",12,"week","1","1","controllable","active"
591,"pel92bgn51","asp_judg","std","gen",0,"I have a wife and kids to take care of.",-50,"day","1","1","controllable","active"
592,"pmjahfv0dm","asp_judg","std","gen",0,"I get an adrenaline rush when I take risks. ",30,"year","0","1","controllable","active"
593,"pel92bgn51","asp_judg","std","gen",1,"I have a job that I like, and I'd like to be able to keep it.",-40,"month","1","1","controllable","active"
594,"pmjahfv0dm","asp_judg","std","gen",1,"It makes life less mundane.",35,"month","1","1","controllable","active"
595,"pvojep7hrk","asp_judg","std","gen",0,"I will take risks to a certain degree.  I recently wen t up in a hot air balloon, but don't ask me to go sky diving.",12,"less_once","0","1","controllable","active"
596,"pmjahfv0dm","asp_judg","std","gen",2,"I like trying new things.",21,"week","0","1","controllable","active"
597,"pvojep7hrk","asp_judg","std","gen",1,"Risk taking is not for the faint at heart.",-10,"less_once","1","1","NA","NA"
598,"pel92bgn51","asp_judg","std","gen",2,"Rent, debts, and other bills keep me locked in on a set path.",-40,"day","1","1","controllable","active"
599,"pel92bgn51","asp_judg","std","gen",3,"The unknown makes me anxious.",-42,"day","1","1","uncontrollable","passive"
600,"pmjahfv0dm","asp_judg","std","gen",3,"I am curious and would rather try and fail than to never try at all.",41,"year","NA","1","uncontrollable","active"
601,"pel92bgn51","asp_judg","std","gen",4,"I feel like I'm not good enough to be able to take risks and be successful.",-39,"day","1","1","uncontrollable","passive"
602,"p2qr5d02ht","asp_judg","std","gen",1,"Another reason is taking risks shows that you are willing to fail.",12,"year","1","1","controllable","active"
603,"pvojep7hrk","asp_judg","std","gen",2,"I am a grandmother, so I limit my risk taking to the simple stuff like whitewater rafting.",-5,"less_once","0","1","controllable","active"
604,"p5po8b0u17","asp_judg","std","gen",0,"I enjoy exciting sports and dangerous sports.",30,"month","0","1","controllable","active"
605,"p2qr5d02ht","asp_judg","std","gen",2,"Another reason is taking risks shows that you can be confident.",14,"week","1","1","controllable","active"
606,"pvojep7hrk","asp_judg","std","gen",3,"When it comes to taking risks, I feel some people are born with that natural instinct for adventure and thrills.",-9,"less_once","0","1","controllable","passive"
607,"p5po8b0u17","asp_judg","std","gen",1,"Most of my net worth is at risk each market day.",44,"day","0","1","controllable","active"
608,"p5po8b0u17","asp_judg","std","gen",2,"gambling with significant money is a joy.",50,"week","0","1","controllable","active"
609,"p5po8b0u17","asp_judg","std","gen",3,"Unprotected sex is desired.",40,"month","0","1","uncontrollable","active"
610,"phafivbdml","asp_judg","std","gen",0,"I am willing to take risks because it is necessary to get ahead in a career",32,"month","0","0","controllable","active"
611,"phafivbdml","asp_judg","std","gen",1,"I am also cautious about the risks I take because I have made big mistakes before and I don't want to repeat them.",-42,"year","0","1","uncontrollable","active"
612,"phafivbdml","asp_judg","std","gen",2,"I will take a risk when I know that my odds of success are high because then I think it is worth it",50,"month","0","0","controllable","active"
613,"phafivbdml","asp_judg","std","gen",3,"There can be times when I take a risk because I know that the worst outcome is still better than my current situation.",50,"month","0","1","uncontrollable","passive"
614,"p2805spq89","asp_judg","std","gen",0,"I don't want to lose out on things",22,"week","0","0","uncontrollable","passive"
615,"p2805spq89","asp_judg","std","gen",1,"I don't want to get hurt",-45,"less_reg","0","0","controllable","active"
616,"p3bja1q3il","asp_judg","std","gen",0,"I am willing to task risks as long as the cost is not too great",3,"month","0","0","controllable","active"
617,"p2rebuo7c3","asp_judg","std","gen",0,"I love taking risks its the only way I know how to become successful ",31,"day","0","1","controllable","passive"
618,"p3bja1q3il","asp_judg","std","gen",1,"I avoid taking risks if the cost is too great",-22,"month","0","0","controllable","active"
619,"pss5736g4h","asp_judg","std","gen",0,"If you don't take risks you won't get ahead",50,"day","NA","NA","controllable","active"
620,"p2rebuo7c3","asp_judg","std","gen",1,"Without risks there are no rewards",21,"day","0","1","controllable","passive"
621,"p3bja1q3il","asp_judg","std","gen",2,"I am willing to take risks if the possible outcome is greater than the possible risk",8,"month","0","0","controllable","active"
622,"pss5736g4h","asp_judg","std","gen",1,"I want to be well off for my future family ",50,"day","0","1","controllable","active"
623,"p2805spq89","asp_judg","std","gen",2,"I want to succeed, but I'm not sure at what cost",-35,"month","0","0","NA","NA"
624,"pss5736g4h","asp_judg","std","gen",2,"I get bored with a stable life",50,"month","0","1","controllable","passive"
625,"pss5736g4h","asp_judg","std","gen",3,"I love adventure ",50,"day","0","1","controllable","active"
626,"pss5736g4h","asp_judg","std","gen",4,"I like to push myself",50,"day","1","1","controllable","active"
627,"pss5736g4h","asp_judg","std","gen",5,"I was raised to take the harder more lucrative path ",50,"NA","0","1","controllable","passive"
628,"pfr0l0hae0","asp_judg","std","gen",0,"I do not like the risk because I do not want to expose myself to any danger",-48,"week","1","1","controllable","passive"
629,"pfr0l0hae0","asp_judg","std","gen",1,"I only like the events with the predictable ending",-50,"month","1","1","controllable","passive"
630,"pfr0l0hae0","asp_judg","std","gen",2,"I like to choose the  safer situations for me because I'm afraid of unknown finals.",-50,"week","1","1","controllable","passive"
631,"plgsronuv4","asp_judg","std","gen",0,"In the past I took many risks, which never paid off",-50,"month","0","1","uncontrollable","passive"
632,"plgsronuv4","asp_judg","std","gen",1,"It's better to be safe than sorry",-47,"month","0","0","controllable","active"
633,"plgsronuv4","asp_judg","std","gen",2,"Very few risks logically pay off",-43,"month","1","1","controllable","passive"
634,"pslb800jja","asp_judg","std","gen",0,"I think I am sort of a risk taker because I went back to school at an older age to get a degree. Plus, I invest in the stock market.",29,"week","0","1","uncontrollable","passive"
635,"p621b25c9i","asp_judg","std","gen",0,"I avoid risks because I don't want to lose anything. ",-28,"month","0","0","controllable","passive"
636,"p08fcnk0hj","asp_judg","std","gen",0,"I like to know in advance what I'm going to have",-42,"week","0","0","NA","passive"
637,"p621b25c9i","asp_judg","std","gen",1,"I avoid risks because I don't want to be in danger. ",-36,"less_once","0","0","controllable","passive"
638,"p7lla7nfcj","asp_judg","std","gen",0,"Have I taken any risks recently?",-3,"month","0","1","controllable","active"
639,"p621b25c9i","asp_judg","std","gen",2,"I avoid risks because I'm scared of what will happen.",-34,"month","0","0","controllable","passive"
640,"pl1gu9l8m3","asp_judg","std","gen",0,"I'd rather err on the safe side because I don't want to risk something bad happening to me.",-40,"day","0","0","NA","passive"
641,"p621b25c9i","asp_judg","std","gen",3,"I avoid risks because I don't want to be embarrassed. ",-23,"year","0","0","controllable","passive"
642,"pn1lf5g7qc","asp_judg","std","gen",0,"(1) I have taken risks in several areas of my life, starting from asking a girl out on a date to the subject that I studied in school.",28,"less_once","0","1","uncontrollable","active"
643,"p08fcnk0hj","asp_judg","std","gen",1,"I dont like doing things that I'm not certain of the outcome of",-44,"NA","NA","0","NA","NA"
